"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"1302","protein localization to lysosome (GO:0061462)","2/28",0.186802498394075,0.454357415757279,0,0,2.65186500888099,4.44904288492771,"SZT2;ATP13A2"
"1303","regulation of B cell activation (GO:0050864)","2/28",0.186802498394075,0.454357415757279,0,0,2.65186500888099,4.44904288492771,"IL10;FCGR2B"
"1304","regulation of plasma membrane bounded cell projection organization (GO:0120035)","2/28",0.186802498394075,0.454357415757279,0,0,2.65186500888099,4.44904288492771,"DISC1;FCGR2B"
"1305","regulation of reactive oxygen species biosynthetic process (GO:1903426)","2/28",0.186802498394075,0.454357415757279,0,0,2.65186500888099,4.44904288492771,"PARK7;SLC30A10"
"1306","regulation of small molecule metabolic process (GO:0062012)","2/28",0.186802498394075,0.454357415757279,0,0,2.65186500888099,4.44904288492771,"ARV1;RORC"
"1307","response to ketone (GO:1901654)","2/28",0.186802498394075,0.454357415757279,0,0,2.65186500888099,4.44904288492771,"TGFB2;HSD3B2"
"1308","cardiac muscle tissue development (GO:0048738)","3/53",0.188442486410911,0.457646038426498,0,0,2.06957295373665,3.45403950702464,"NOTCH2;GJA5;NPPA"
"1309","positive regulation of B cell activation (GO:0050871)","3/53",0.188442486410911,0.457646038426498,0,0,2.06957295373665,3.45403950702464,"CHRNB2;PTPRC;TNFRSF4"
"1310","regulation of cell population proliferation (GO:0042127)","26/764",0.189240042950218,0.459232134762399,0,0,1.22208144159364,2.03444663853403,"PTPRU;HDAC1;KIF14;CHD5;LAMC2;CDC73;LMNA;IL6R;IL12RB2;KCNH1;NTRK1;IL10;TGFB2;CDKN2C;CR1;TFAP2E;TNFRSF9;GLMN;P3H1;NGF;PTPN14;AGT;SKI;CLDN19;MDM4;IRF6"
"1311","negative regulation of cellular response to growth factor stimulus (GO:0090288)","4/80",0.190098756765955,0.459698981328578,0,0,1.81621165212496,3.01529559734452,"SKI;ATP2B4;AGT;TRIM33"
"1312","regulation of protein localization to plasma membrane (GO:1903076)","4/80",0.190098756765955,0.459698981328578,0,0,1.81621165212496,3.01529559734452,"ATP2B4;LDLRAP1;GBP1;EPHA2"
"1313","regulation of inflammatory response to antigenic stimulus (GO:0002861)","6/137",0.191858064856312,0.459698981328578,0,0,1.58166846467929,2.61133372710396,"IL10;FCGR2A;GNB1;CD247;PRKACB;TSHB"
"1314","lipid transport (GO:0006869)","5/109",0.195471408352344,0.459698981328578,0,0,1.65959821428571,2.70903047272957,"ABCD3;PEX19;SCP2;ABCA4;MFSD2A"
"1315","modulation of chemical synaptic transmission (GO:0050804)","5/109",0.195471408352344,0.459698981328578,0,0,1.65959821428571,2.70903047272957,"CHRNB2;GRIK3;ATP1A2;NGF;LRP8"
"1316","regulation of alternative mRNA splicing, via spliceosome (GO:0000381)","3/54",0.195651271447045,0.459698981328578,0,0,2.02888842369688,3.30997205708408,"KHDRBS1;RBM8A;HNRNPU"
"1317","regulation of focal adhesion assembly (GO:0051893)","3/54",0.195651271447045,0.459698981328578,0,0,2.02888842369688,3.30997205708408,"MACF1;MYOC;SLC9A1"
"1318","regulation of megakaryocyte differentiation (GO:0045652)","3/54",0.195651271447045,0.459698981328578,0,0,2.02888842369688,3.30997205708408,"HDAC1;AGO1;H3-3A"
"1319","glycolytic process (GO:0006096)","2/29",0.197115169118738,0.459698981328578,0,0,2.55351621603842,4.14682634011952,"PKLR;PGM1"
"1320","lipid catabolic process (GO:0016042)","2/29",0.197115169118738,0.459698981328578,0,0,2.55351621603842,4.14682634011952,"HSD11B1;PPT1"
"1321","negative regulation of mRNA catabolic process (GO:1902373)","2/29",0.197115169118738,0.459698981328578,0,0,2.55351621603842,4.14682634011952,"HNRNPU;PKP1"
"1322","negative regulation of transferase activity (GO:0051348)","2/29",0.197115169118738,0.459698981328578,0,0,2.55351621603842,4.14682634011952,"HNRNPU;PARK7"
"1323","positive regulation of leukocyte migration (GO:0002687)","2/29",0.197115169118738,0.459698981328578,0,0,2.55351621603842,4.14682634011952,"MIA3;IL6R"
"1324","positive regulation of viral genome replication (GO:0045070)","2/29",0.197115169118738,0.459698981328578,0,0,2.55351621603842,4.14682634011952,"NR5A2;ADAR"
"1325","regulation of T cell mediated cytotoxicity (GO:0001914)","2/29",0.197115169118738,0.459698981328578,0,0,2.55351621603842,4.14682634011952,"PTPRC;IL23R"
"1326","regulation of ubiquitin-protein transferase activity (GO:0051438)","2/29",0.197115169118738,0.459698981328578,0,0,2.55351621603842,4.14682634011952,"PINK1;PARK7"
"1327","response to zinc ion (GO:0010043)","2/29",0.197115169118738,0.459698981328578,0,0,2.55351621603842,4.14682634011952,"SLC30A2;ATP13A2"
"1328","transition metal ion homeostasis (GO:0055076)","2/29",0.197115169118738,0.459698981328578,0,0,2.55351621603842,4.14682634011952,"HJV;ATP13A2"
"1329","regulation of interleukin-6 production (GO:0032675)","5/110",0.200415996200413,0.459698981328578,0,0,1.6437074829932,2.64202981042366,"IL10;DHX9;PTPN22;IL6R;INAVA"
"1330","cell-cell junction organization (GO:0045216)","4/82",0.201681683707485,0.459698981328578,0,0,1.76945929887106,2.83301872901346,"CADM3;TGFB2;PKP1;NECTIN4"
"1331","ephrin receptor signaling pathway (GO:0048013)","4/82",0.201681683707485,0.459698981328578,0,0,1.76945929887106,2.83301872901346,"CDC42;NCSTN;PSEN2;EPHA2"
"1332","positive regulation of cytoskeleton organization (GO:0051495)","4/82",0.201681683707485,0.459698981328578,0,0,1.76945929887106,2.83301872901346,"CDC42;GPSM2;HAX1;NES"
"1333","positive regulation of protein ubiquitination (GO:0031398)","4/82",0.201681683707485,0.459698981328578,0,0,1.76945929887106,2.83301872901346,"PINK1;KDM1A;SPRTN;INAVA"
"1334","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process (GO:0043154)","3/55",0.202926390250021,0.459698981328578,0,0,1.98976868327402,3.17350590104043,"DHCR24;PARK7;NGF"
"1335","pyruvate metabolic process (GO:0006090)","3/55",0.202926390250021,0.459698981328578,0,0,1.98976868327402,3.17350590104043,"SLC16A1;PKLR;PGM1"
"1336","regulation of blood vessel endothelial cell migration (GO:0043535)","3/55",0.202926390250021,0.459698981328578,0,0,1.98976868327402,3.17350590104043,"AKT3;ATP2B4;EPHA2"
"1337","cellular protein metabolic process (GO:0044267)","15/417",0.203593881941113,0.459698981328578,0,0,1.29124830393487,2.05518701251988,"RPL5;CHRM3;SERPINC1;MRPS14;RPL11;APOA2;PSEN2;PCSK9;MIA3;F5;NCSTN;SARS1;MXRA8;VWA1;PAPPA2"
"1338","adenosine to inosine editing (GO:0006382)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"ADAR"
"1339","adenylate cyclase-inhibiting G protein-coupled acetylcholine receptor signaling pathway (GO:0007197)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"CHRM3"
"1340","autophagosome-lysosome fusion (GO:0061909)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"ATP13A2"
"1341","brown fat cell differentiation (GO:0050873)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"PRDM16"
"1342","cardiac muscle hypertrophy (GO:0003300)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"RYR2"
"1343","cellular response to angiotensin (GO:1904385)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"SLC30A10"
"1344","cellular response to interleukin-21 (GO:0098757)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"JAK1"
"1345","cysteine metabolic process (GO:0006534)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"CTH"
"1346","cytoplasmic sequestering of NF-kappaB (GO:0007253)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"IL10"
"1347","ER overload response (GO:0006983)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"TMCO1"
"1348","establishment of Golgi localization (GO:0051683)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"CDC42"
"1349","establishment of protein localization to peroxisome (GO:0072663)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"PEX19"
"1350","glycoside catabolic process (GO:0016139)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"FUCA1"
"1351","glyoxylate metabolic process (GO:0046487)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"ALDH4A1"
"1352","hair cell differentiation (GO:0035315)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"USH2A"
"1353","heparan sulfate proteoglycan biosynthetic process, polysaccharide chain biosynthetic process (GO:0015014)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"HS2ST1"
"1354","interleukin-21-mediated signaling pathway (GO:0038114)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"JAK1"
"1355","isoprenoid metabolic process (GO:0006720)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"GGPS1"
"1356","lens fiber cell development (GO:0070307)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"EPHA2"
"1357","macromolecule depalmitoylation (GO:0098734)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"PPT1"
"1358","mammary gland epithelial cell differentiation (GO:0060644)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"IRF6"
"1359","mast cell activation involved in immune response (GO:0002279)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"PIK3CD"
"1360","mast cell degranulation (GO:0043303)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"PIK3CD"
"1361","mitochondrial tRNA processing (GO:0090646)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"TRIT1"
"1362","negative regulation of fatty acid oxidation (GO:0046322)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"MFSD2A"
"1363","negative regulation of microglial cell activation (GO:1903979)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"PTPRC"
"1364","negative regulation of muscle hypertrophy (GO:0014741)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"RGS2"
"1365","negative regulation of phospholipase activity (GO:0010519)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"RGS2"
"1366","negative regulation of regulated secretory pathway (GO:1903306)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"STXBP3"
"1367","negative regulation of response to reactive oxygen species (GO:1901032)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"PARK7"
"1368","peptidyl-lysine hydroxylation (GO:0017185)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"PLOD1"
"1369","peptidyl-proline hydroxylation to 4-hydroxy-L-proline (GO:0018401)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"EGLN1"
"1370","peptidyl-serine autophosphorylation (GO:0036289)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"PINK1"
"1371","platelet activating factor metabolic process (GO:0046469)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"PLA2G4A"
"1372","positive regulation of cell migration by vascular endothelial growth factor signaling pathway (GO:0038089)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"PIK3CD"
"1373","positive regulation of endocytic recycling (GO:2001137)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"ACTN2"
"1374","positive regulation of execution phase of apoptosis (GO:1900119)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"TP53BP2"
"1375","positive regulation of extracellular matrix disassembly (GO:0090091)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"DDR2"
"1376","positive regulation of fibroblast migration (GO:0010763)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"DDR2"
"1377","positive regulation of homotypic cell-cell adhesion (GO:0034112)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"JAK1"
"1378","positive regulation of myeloid cell apoptotic process (GO:0033034)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"PIK3CD"
"1379","positive regulation of neuron projection arborization (GO:0150012)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"DVL1"
"1380","positive regulation of T-helper 2 cell cytokine production (GO:2000553)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"NLRP3"
"1381","positive regulation of vascular associated smooth muscle cell migration (GO:1904754)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"DOCK7"
"1382","postsynapse organization (GO:0099173)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"ARF1"
"1383","protein deglycosylation (GO:0006517)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"PARK7"
"1384","protein depalmitoylation (GO:0002084)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"PPT1"
"1385","protein localization to microtubule (GO:0035372)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"HNRNPU"
"1386","pyrimidine nucleobase catabolic process (GO:0006208)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"DPYD"
"1387","regulation of ATPase-coupled calcium transmembrane transporter activity (GO:1901894)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"RYR2"
"1388","regulation of CD4-positive, alpha-beta T cell activation (GO:2000514)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"CD55"
"1389","regulation of CD8-positive, alpha-beta T cell proliferation (GO:2000564)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"PTPN22"
"1390","regulation of chaperone-mediated autophagy (GO:1904714)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"ATP13A2"
"1391","regulation of chemokine (C-C motif) ligand 5 production (GO:0071649)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"IL10"
"1392","regulation of collateral sprouting (GO:0048670)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"NGF"
"1393","regulation of cyclic-nucleotide phosphodiesterase activity (GO:0051342)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"EGLN1"
"1394","regulation of dendritic spine maintenance (GO:1902950)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"FCGR2B"
"1395","regulation of epithelial to mesenchymal transition involved in endocardial cushion formation (GO:1905005)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"TGFB2"
"1396","regulation of myeloid leukocyte differentiation (GO:0002761)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"MTOR"
"1397","regulation of nitric oxide metabolic process (GO:0080164)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"NOS1AP"
"1398","regulation of nitrogen compound metabolic process (GO:0051171)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"MFSD2A"
"1399","regulation of osteoclast development (GO:2001204)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"NOTCH2"
"1400","regulation of oxidative stress-induced neuron death (GO:1903203)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"PINK1"
"1401","regulation of pattern recognition receptor signaling pathway (GO:0062207)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"GFI1"
"1402","regulation of protein K63-linked ubiquitination (GO:1900044)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"PTPN22"
"1403","regulation of protein localization to nucleolus (GO:1904749)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"GLUL"
"1404","regulation of response to wounding (GO:1903034)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"IL10"
"1405","regulation of RNA biosynthetic process (GO:2001141)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"FCN3"
"1406","regulation of striated muscle tissue development (GO:0016202)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"CENPF"
"1407","regulation of T-helper 2 cell differentiation (GO:0045628)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"NLRP3"
"1408","regulation of toll-like receptor 3 signaling pathway (GO:0034139)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"PTPN22"
"1409","regulation of wound healing, spreading of epidermal cells (GO:1903689)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"MTOR"
"1410","sequestering of BMP from receptor via BMP binding (GO:0038098)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"GREM2"
"1411","skeletal myofibril assembly (GO:0014866)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"ACTA1"
"1412","SREBP signaling pathway (GO:0032933)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"ARHGEF10L"
"1413","TORC1 signaling (GO:0038202)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"MTOR"
"1414","tubulin complex assembly (GO:0007021)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"TBCE"
"1415","ventricular cardiac muscle cell membrane repolarization (GO:0099625)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"KCND3"
"1416","ventricular trabecula myocardium morphogenesis (GO:0003222)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"TGFB2"
"1417","vitamin K metabolic process (GO:0042373)","1/8",0.204905145184836,0.459698981328578,0,0,4.9209726443769,7.80076576139443,"UBIAD1"
"1418","artery morphogenesis (GO:0048844)","2/30",0.207495043663286,0.461400847861875,0,0,2.46219233697031,3.8721614248388,"TGFB2;GJA5"
"1419","extrinsic apoptotic signaling pathway via death domain receptors (GO:0008625)","2/30",0.207495043663286,0.461400847861875,0,0,2.46219233697031,3.8721614248388,"FASLG;NGF"
"1420","fatty-acyl-CoA biosynthetic process (GO:0046949)","2/30",0.207495043663286,0.461400847861875,0,0,2.46219233697031,3.8721614248388,"ELOVL1;PPT1"
"1421","negative regulation of interleukin-1 production (GO:0032692)","2/30",0.207495043663286,0.461400847861875,0,0,2.46219233697031,3.8721614248388,"IL10;NLRP3"
"1422","non-motile cilium assembly (GO:1905515)","2/30",0.207495043663286,0.461400847861875,0,0,2.46219233697031,3.8721614248388,"GORAB;DISC1"
"1423","phosphatidylcholine acyl-chain remodeling (GO:0036151)","2/30",0.207495043663286,0.461400847861875,0,0,2.46219233697031,3.8721614248388,"PLA2G4A;PLA2G5"
"1424","plasma membrane invagination (GO:0099024)","2/30",0.207495043663286,0.461400847861875,0,0,2.46219233697031,3.8721614248388,"CDC42;FCGR2B"
"1425","positive regulation of protein import (GO:1904591)","2/30",0.207495043663286,0.461400847861875,0,0,2.46219233697031,3.8721614248388,"TPR;DMAP1"
"1426","protein N-linked glycosylation via asparagine (GO:0018279)","2/30",0.207495043663286,0.461400847861875,0,0,2.46219233697031,3.8721614248388,"DPM3;DDOST"
"1427","regulation of cation transmembrane transport (GO:1904062)","2/30",0.207495043663286,0.461400847861875,0,0,2.46219233697031,3.8721614248388,"ATP2B4;KCNAB2"
"1428","regulation of protein localization to membrane (GO:1905475)","2/30",0.207495043663286,0.461400847861875,0,0,2.46219233697031,3.8721614248388,"LDLRAP1;GBP1"
"1429","regulation of type I interferon-mediated signaling pathway (GO:0060338)","2/30",0.207495043663286,0.461400847861875,0,0,2.46219233697031,3.8721614248388,"RNASEL;ISG15"
"1430","glycoprotein biosynthetic process (GO:0009101)","4/83",0.207550554401535,0.461400847861875,0,0,1.746970825154,2.74690256834842,"B3GALNT2;B3GALT6;DDOST;ST3GAL3"
"1431","mitochondrial transport (GO:0006839)","3/56",0.210263311841302,0.465802835082578,0,0,1.95212515947089,3.04413356453192,"FLVCR1;MFN2;SLC25A24"
"1432","peptidyl-tyrosine modification (GO:0018212)","3/56",0.210263311841302,0.465802835082578,0,0,1.95212515947089,3.04413356453192,"NTRK1;LCK;DDR2"
"1433","positive regulation of establishment of protein localization to mitochondrion (GO:1903749)","3/56",0.210263311841302,0.465802835082578,0,0,1.95212515947089,3.04413356453192,"PINK1;TP53BP2;TP73"
"1434","positive regulation of interleukin-1 beta production (GO:0032731)","3/56",0.210263311841302,0.465802835082578,0,0,1.95212515947089,3.04413356453192,"AIM2;NLRP3;INAVA"
"1435","regulation of ATP metabolic process (GO:1903578)","3/56",0.210263311841302,0.465802835082578,0,0,1.95212515947089,3.04413356453192,"PINK1;NUP133;TPR"
"1436","regulation of cytoskeleton organization (GO:0051493)","5/112",0.210430176726325,0.465847863379517,0,0,1.6128170894526,2.51373894598186,"CLIC4;NEXN;GRHL3;IQGAP3;MTOR"
"1437","response to insulin (GO:0032868)","4/84",0.213468000971772,0.472244102358568,0,0,1.72504456327986,2.66393169708728,"CELA2A;PKLR;EPRS1;PCSK9"
"1438","arachidonic acid metabolic process (GO:0019369)","3/57",0.217657567797149,0.473345694222471,0,0,1.91587584025306,2.92138925115918,"FAAH;EPHX1;PLA2G4A"
"1439","carboxylic acid transport (GO:0046942)","3/57",0.217657567797149,0.473345694222471,0,0,1.91587584025306,2.92138925115918,"SLC16A1;SLC6A17;SLC6A9"
"1440","cellular response to peptide (GO:1901653)","3/57",0.217657567797149,0.473345694222471,0,0,1.91587584025306,2.92138925115918,"NTRK1;PTPN22;FCGR2B"
"1441","icosanoid metabolic process (GO:0006690)","3/57",0.217657567797149,0.473345694222471,0,0,1.91587584025306,2.92138925115918,"FAAH;EPHX1;PLA2G4A"
"1442","cardiac muscle cell action potential involved in contraction (GO:0086002)","2/31",0.217930122058158,0.473345694222471,0,0,2.37716665645863,3.62180549661213,"RYR2;ATP1A1"
"1443","negative regulation of interleukin-6 production (GO:0032715)","2/31",0.217930122058158,0.473345694222471,0,0,2.37716665645863,3.62180549661213,"IL10;PTPN22"
"1444","negative regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032435)","2/31",0.217930122058158,0.473345694222471,0,0,2.37716665645863,3.62180549661213,"RPL11;PARK7"
"1445","organelle transport along microtubule (GO:0072384)","2/31",0.217930122058158,0.473345694222471,0,0,2.37716665645863,3.62180549661213,"CDC42;PEX14"
"1446","peptidyl-asparagine modification (GO:0018196)","2/31",0.217930122058158,0.473345694222471,0,0,2.37716665645863,3.62180549661213,"DPM3;DDOST"
"1447","phospholipid translocation (GO:0045332)","2/31",0.217930122058158,0.473345694222471,0,0,2.37716665645863,3.62180549661213,"ABCA4;MFSD2A"
"1448","positive regulation of ubiquitin-protein transferase activity (GO:0051443)","2/31",0.217930122058158,0.473345694222471,0,0,2.37716665645863,3.62180549661213,"CDC20;PINK1"
"1449","protein palmitoylation (GO:0018345)","2/31",0.217930122058158,0.473345694222471,0,0,2.37716665645863,3.62180549661213,"HHAT;GLUL"
"1450","regulation of calcium ion-dependent exocytosis (GO:0017158)","2/31",0.217930122058158,0.473345694222471,0,0,2.37716665645863,3.62180549661213,"SYT2;STXBP3"
"1451","regulation of cellular senescence (GO:2000772)","2/31",0.217930122058158,0.473345694222471,0,0,2.37716665645863,3.62180549661213,"AKT3;SLC30A10"
"1452","regulation of macrophage derived foam cell differentiation (GO:0010743)","2/31",0.217930122058158,0.473345694222471,0,0,2.37716665645863,3.62180549661213,"PLA2G5;AGT"
"1453","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090092)","2/31",0.217930122058158,0.473345694222471,0,0,2.37716665645863,3.62180549661213,"BCL9;TRIM33"
"1454","monocarboxylic acid metabolic process (GO:0032787)","6/143",0.218348282118997,0.473345694222471,0,0,1.51192823472572,2.30064656373222,"ALDH4A1;GNPAT;MECR;SLC16A1;SCP2;CYP4B1"
"1455","nitrogen compound transport (GO:0071705)","6/143",0.218348282118997,0.473345694222471,0,0,1.51192823472572,2.30064656373222,"RD3;CENPF;PPT1;FLVCR1;MIA3;SLC19A2"
"1456","regulation of cell cycle G2/M phase transition (GO:1902749)","4/85",0.219431754413154,0.473345694222471,0,0,1.7036596905878,2.5839645186799,"CENPF;KIF14;NEK2;SDCCAG8"
"1457","negative regulation of cell motility (GO:2000146)","5/114",0.220601941826802,0.473345694222471,0,0,1.58306028833552,2.3926299897823,"PTPRU;CLIC4;TACSTD2;CLDN19;MIA3"
"1458","positive regulation of cellular component organization (GO:0051130)","5/114",0.220601941826802,0.473345694222471,0,0,1.58306028833552,2.3926299897823,"CDC20;TGFB2;CLDN19;PLEKHM2;PARK7"
"1459","negative regulation of transcription by RNA polymerase II (GO:0000122)","23/684",0.223120659682622,0.473345694222471,0,0,1.20526876978301,1.80795447386197,"ZBTB18;SPEN;KDM1A;HDAC1;GFI1;RORC;HNRNPU;IRF2BP2;FASLG;PRDM2;NR0B2;GATAD2B;GLIS1;CDC73;SKI;SARS1;PER3;HJV;PRDM16;TPR;MDM4;DMAP1;TRIM33"
"1460","cellular iron ion homeostasis (GO:0006879)","3/58",0.225104756327796,0.473345694222471,0,0,1.8809446780977,2.80484476869134,"HJV;FLVCR1;ATP13A2"
"1461","negative regulation of hydrolase activity (GO:0051346)","3/58",0.225104756327796,0.473345694222471,0,0,1.8809446780977,2.80484476869134,"EGLN1;ECM1;APOA2"
"1462","regulation of pathway-restricted SMAD protein phosphorylation (GO:0060393)","3/58",0.225104756327796,0.473345694222471,0,0,1.8809446780977,2.80484476869134,"TGFB2;BMP8B;LEFTY2"
"1463","cellular response to molecule of bacterial origin (GO:0071219)","5/115",0.225743485999306,0.473345694222471,0,0,1.56858766233766,2.33461676783904,"IL10;GFI1;NLRP3;FCGR2B;CDC73"
"1464","androgen biosynthetic process (GO:0006702)","1/9",0.227375531517152,0.473345694222471,0,0,4.30562943262411,6.37729295655345,"HSD3B2"
"1465","anoikis (GO:0043276)","1/9",0.227375531517152,0.473345694222471,0,0,4.30562943262411,6.37729295655345,"MTOR"
"1466","associative learning (GO:0008306)","1/9",0.227375531517152,0.473345694222471,0,0,4.30562943262411,6.37729295655345,"CHRNB2"
"1467","ATF6-mediated unfolded protein response (GO:0036500)","1/9",0.227375531517152,0.473345694222471,0,0,4.30562943262411,6.37729295655345,"ATF6"
"1468","axon regeneration (GO:0031103)","1/9",0.227375531517152,0.473345694222471,0,0,4.30562943262411,6.37729295655345,"MTR"
"1469","basement membrane assembly (GO:0070831)","1/9",0.227375531517152,0.473345694222471,0,0,4.30562943262411,6.37729295655345,"LAMB3"
"1470","cellular response to interleukin-9 (GO:0071355)","1/9",0.227375531517152,0.473345694222471,0,0,4.30562943262411,6.37729295655345,"JAK1"
"1471","cellular response to leptin stimulus (GO:0044320)","1/9",0.227375531517152,0.473345694222471,0,0,4.30562943262411,6.37729295655345,"LEPR"
